Job Title,Job Salary,Key Skills,Role Category,Functional Area,Industry,Role
JAVA Developer,Not Disclosed by Recruiter,computer_science continuous_improvement,Programming_&_Design,IT_Software,Internet Ecommerce,Software Developer
Urgent Openings For Pharma Freshers,"2,25,000-7,00,000",pharmaceutical medical pharma medical_billing healthcare,Medical_Professional,Medical Healthcare R&D Pharmaceuticals Biotechnology,Pharma Biotech Clinical_Research,Medical Representative
Front End Developer Wordpress html css javascript,Not Disclosed by Recruiter,css wordpress mysql javascript php html jquery seo ajax hosting,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
PHP Developer,Not Disclosed by Recruiter,javascript html ajax jquery php_mysql smarty api analytical third_party software_development_life_cycle,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Chinese Spanish Language Expert proofcheck Medical Content ,Not Disclosed by Recruiter,spanish_language_expert chinese spanish medical,Journalist Writer,Journalism Editing Content,Medical Healthcare Hospitals,Proof Reader
SUPPORT Engineers FEMALE CANDIDATES ,Not Disclosed by Recruiter,mcse database support_engineer,Back_Office Web Transaction_Processing,ITES BPO KPO LPO Customer_Service Operations,IT-Software Software_Services,Associate/Senior Associate -(Technical)
MS SQL Developer Years only MALE Candidates ,"1,25,000-5,00,000",ssrs sql_server stored_procedures sql_development ms_sql,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Machine Learning Engineer Gurgaon chandigarh Location,Not Disclosed by Recruiter,git linux machine_learning python,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Nurses,Not Disclosed by Recruiter,gnm business_executive,Medical_Professional,Medical Healthcare R&D Pharmaceuticals Biotechnology,Internet Ecommerce,Nurse
Marketing Executive,Not Disclosed by Recruiter,institutions relationships marketing_executive customer customers implementation company site product,Marketing,Marketing Advertising MR PR Media_Planning,IT-Software Software_Services,Direct Marketing Executive
Java Full Stack Developer,"10,00,000-13,00,000",java css rest spring_mvc javascript html jpa spring_boot jquery web_services,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
GM Finance Export Import Company,"15,00,000-18,00,000",financial_analysis financial_planning taxation vp_finance,Senior_Management,Accounts Finance Tax Company_Secretary Audit,Export Import,Head/VP/GM-Finance/Audit
Content Writer,Not Disclosed by Recruiter,publishing seo content_management social_media wordpress management_systems research brand_awareness web_technologies journalism,Content_Development,Journalism Editing Content,Advertising PR MR Event_Management,Content Developer
Job Opening for Sm avp credit Audit mumbai,"11,00,000-18,00,000",auditing audit_planning risk_assessment banking credit_risk credit_policy,Senior_Management,Accounts Finance Tax Company_Secretary Audit,Banking Financial_Services Broking,Head/VP/GM-CFO/Financial Controller
iOS Game Developer,Not Disclosed by Recruiter,c++ development gaming c software html ios opengl iphone design mysql javascript,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Java j ee Application Developer,"9,00,000-11,00,000",rest java sql oop angularjs ui_development oracle,Programming_&_Design,IT_Software,Banking Financial_Services Broking,Software Developer
Accepting Application for Intership for Java PHP Web Design Android,Not Disclosed by Recruiter,javascript php html visualization jquery web programming commerce web_designing application android,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Automation Expert Senior Automation Expert,Not Disclosed by Recruiter,process_automation commodity_markets artificial_intelligence market_intelligence machine_learning corporate relationship operations analytics robotics,Programming_&_Design,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
Embedded Android Engineer,Not Disclosed by Recruiter,android troubleshooting middleware firmware soc linux_kernel bluetooth computer_science test_scripts test_strategy,Programming_&_Design,IT_Software,Semiconductors Electronics,Software Developer
Senior Principal Software Engineer,Not Disclosed by Recruiter,web_development analytics healthcare software_design monitoring jira computer_science backend inside_sales cloud,Programming_&_Design,IT_Software,BPO Call_Centre ITeS,Technical Architect
Senior Branch Sales Development Head Agency General Insurance,Not Disclosed by Recruiter,team_management advisory_services general_insurance sales_initiatives financial_products distributor_sales branch_sales sales_development motor_insurance marketing,General_Insurance,Financial_Services Banking Investments Insurance,Insurance,Branch Manager
Manager Asst Manager Vendor Development Purchase Gurgaon,Not Disclosed by Recruiter,sap procurement scm material sheetmetal sheet_metal purchase vd vendor_development sourcing bop,Purchase Material_Management,Supply_Chain Logistics Purchase Materials,Industrial_Products Heavy_Machinery,Purchase/Vendor Development Manager
Java with AngularJS and Spring,Not Disclosed by Recruiter,angularjs css core_java dom computer_science javascript html spring ajax,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Head of Maintenance,"15,00,000-22,50,000",equipment_maintenance hydraulics inventory_management management_skills maintenance_head electricals,Senior_Management,Production Manufacturing Maintenance,Automobile Auto_Anciliary Auto_Components,Head/VP/GM-Production/Manufacturing/Maintenance
Tcs Hiring For Support Analyst Bigdata apache Hadoop aws Certified ,Not Disclosed by Recruiter,hive apache itil_process hadoop big_data aws core_java,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Spring Boot,Not Disclosed by Recruiter,sql hibernate multithreading ooad eclipse business_process outsourcing version_control memory_management control_system,Programming_&_Design,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
Sr Engineer Design Mechanical ,Not Disclosed by Recruiter,catia autocad pressure_vessels mechanical primavera pscad,Engineering_Design,Engineering_Design R&D,Strategy Management_Consulting_Firms,Senior Design Engineer
Senior Manager Cost Program Management,Not Disclosed by Recruiter,team_management project_execution program_management customer_experience data_analytics supply_chain operations_planning,Purchase Material_Management,Purchase Logistics Supply_Chain,Internet Ecommerce,Purchase/Vendor Development Manager
Community Manager ,"1,50,000-2,75,000",operations inventory_management vendor_management bhm hospitality front_office guest_relations hospitality_management hotel_management,Front_Office Customer_Care,Hotels Restaurants,Travel Hotels Restaurants Airlines Railways,Front Office/Guest Relations Executive/Manager
Software Engineer Mobile Applications Android,Not Disclosed by Recruiter,financial_s windows android mobile_development,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Hardware Board Design Engineer,Not Disclosed by Recruiter,hardware_board_design mixed_signal design_engineering,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Corporate Head Operations,Not Disclosed by Recruiter,environment functional operations business verbal_communication coaching analytical_skills,Senior_Management,ITES BPO KPO LPO Customer_Service Operations,Security Law_Enforcement,Head/VP/GM-Operations
Software Engineer Android,Not Disclosed by Recruiter,java linux server development eclipse_ide c technical mobile eclipse objective_c usability ui design debugging backend developer programming applications,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Team Lead Dev Lead,Not Disclosed by Recruiter,j2ee core_java jquery erp tomcat eclipse open_source selenium computer_science ofbiz,Programming_&_Design,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
Physics Teacher,Not Disclosed by Recruiter,counselor mentor trainer advisor teaching,Subject_Teachers,Teaching Education Training Counselling,Education Teaching Training,Physics Teacher
Design Engineer,Not Disclosed by Recruiter,wireless automation simulation networking aerospace fpga coding system_verilog automotive physical_design,Engineering_Design,Engineering_Design R&D,IT-Software Software_Services,Design Engineer
Senior NET Developer,Not Disclosed by Recruiter,javascript html sql_server ajax jquery soa oop english proactive asp_net_c,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Supply Chain Import Export Executive,"2,00,000-2,25,000",qms impex environmental_management_system warehouse_management_system export_import_logistics,Logistics,Purchase Logistics Supply_Chain,Automobile Auto_Anciliary Auto_Components,Logistics Executive
Walk in Drive for Java Dev sr Dev on th June at Delhi,Not Disclosed by Recruiter,java core_java j2ee hibernate spring ldap adfs json soap jquery rest javascript java_web_services java_api advanced_java mvc web_services open_source soa cloud spring_integration,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Hiring for Spring Boot Developer noida,"3,00,000-8,00,000",spring_boot spring_security spring_mvc,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Dynamic CRM Architect,Not Disclosed by Recruiter,dynamics_crm .net azure visual_studio microsoft_dynamics solution_management root_cause microservices .net_development,Programming_&_Design,IT_Software,IT-Software Software_Services,Technical Architect
ARCHITECTURAL CAD,Not Disclosed by Recruiter,visualization m_e_p modeling drafting design_development drawings cad preparation quality,Architectural_Services,Architecture Interior_Design,Construction Engineering Cement Metals,Architect
